user_id,name,age,gender,education,location,skills,channel
7125,Jason Adkins,52,Female,BTech,Amritsar,project_management;docker,Facebook
7126,David Acevedo,51,Male,MBA,Firozpur,marketing;kubernetes;django;hr;sales,WordOfMouth
7127,Elizabeth Smith,44,Other,BSc,Hoshiarpur,django,Referral
7128,Austin May,18,Male,BTech,Patiala,nodejs;marketing;nlp;sql;java;sales,Referral
7129,Michael Montgomery,18,Other,BA,Hoshiarpur,django;kubernetes;ml;python;c++,Govt_Website
7130,Ralph Cain,33,Female,BTech,Amritsar,project_management;flask;accounting,Newspaper
7131,Stephanie Baker,38,Other,MBA,Hoshiarpur,nodejs;sales;ml;docker,WordOfMouth
7132,Robert Lane,53,Other,BTech,Mohali,marketing;docker;nlp;dl;django;sales,Newspaper
7133,Ryan Ellis,44,Other,MBA,Mohali,python,Govt_Website
7134,Morgan Wall,50,Male,High School,Amritsar,python;flask;aws;react;java;hr,Facebook
7135,Alejandra Lambert,28,Other,BCom,Chandigarh,ml;project_management;flask,WhatsApp
7136,Brandon Wood,19,Male,BTech,Patiala,sales;react,Govt_Website
7137,Robert Clark,20,Male,Diploma,Ludhiana,docker;sql;kubernetes,WordOfMouth
7138,Betty Brown,40,Female,MSc,Chandigarh,python,WordOfMouth
7139,Lisa Davis,44,Female,BSc,Bathinda,marketing;nlp;nodejs;sales;django;project_management,WordOfMouth
7140,Connie Long,33,Female,BA,Firozpur,marketing,WhatsApp
7141,Rachel Johnson,40,Female,BSc,Firozpur,sql;marketing,Newspaper
7142,Ronnie Brown,43,Female,High School,Hoshiarpur,kubernetes;communication;c++;docker;sales,Newspaper
7143,Sean Stone,48,Female,BSc,Ludhiana,ml;react;project_management;java,Govt_Website
7144,Lisa Jackson,50,Male,High School,Firozpur,kubernetes;dl,Referral
7145,Kayla Meyers DDS,19,Female,BSc,Firozpur,react,Referral
7146,Wendy Smith,39,Male,MSc,Mohali,c++;django;sales;accounting,Facebook
7147,Kelly Alexander,34,Male,BTech,Patiala,sales;dl;nlp,Govt_Website
7148,Brent Stevens,31,Other,Diploma,Amritsar,sql;docker;aws;react,Facebook
7149,Timothy Cook,53,Male,BCom,Bathinda,accounting;sales;kubernetes;excel,WhatsApp
7150,Steven Turner,32,Female,BCom,Mohali,python;django;marketing;excel,Facebook
7151,Bryan Hamilton,21,Male,Diploma,Ludhiana,ml;communication;project_management;hr;flask;python,Newspaper
7152,Barbara Baker,44,Male,BSc,Jalandhar,communication;aws,WordOfMouth
7153,Eric Coleman,48,Male,Diploma,Mohali,nlp;aws,WordOfMouth
7154,Nicholas Jackson,24,Female,Diploma,Bathinda,python;flask;c++;excel;nodejs,Newspaper
7155,Larry Roberson,48,Male,BTech,Chandigarh,accounting;react;ml;java;communication,WordOfMouth
7156,Paula Mendez,36,Female,MSc,Mohali,accounting;sql;hr;communication,WordOfMouth
7157,Keith Gates MD,39,Male,BCom,Firozpur,python;django;nodejs,Newspaper
7158,Stephanie Flynn,23,Female,BCom,Chandigarh,nlp;communication;dl;hr;aws;django,WhatsApp
7159,Kim Price DVM,45,Female,Diploma,Patiala,sql;docker;c++;flask;django;kubernetes,Newspaper
7160,Hannah Berry,39,Other,BCom,Hoshiarpur,django,WhatsApp
7161,Deborah Morgan,24,Female,BA,Ludhiana,excel;java;dl,WhatsApp
7162,Curtis Dean,20,Other,MBA,Ludhiana,java;flask;project_management,Referral
7163,Richard Hall,55,Other,Diploma,Bathinda,django;accounting;nlp;dl;ml,Referral
7164,Angela Watkins DDS,29,Female,BCom,Jalandhar,c++;nlp;nodejs;communication,Newspaper
7165,Hannah Nicholson,40,Female,BTech,Bathinda,hr;sql;python;django,Referral
7166,Melinda Watson,18,Female,MSc,Ludhiana,sales;aws;communication;c++;excel,Facebook
7167,Matthew Cook,40,Female,BTech,Mohali,flask;django;ml,Newspaper
7168,Ashley Miller,34,Other,BCom,Jalandhar,django;accounting;aws,WhatsApp
7169,Cynthia Oconnell,20,Female,MBA,Mohali,accounting;marketing;react;django;excel;project_management,Facebook
7170,Virginia Byrd,37,Female,MBA,Firozpur,nlp;ml;hr;kubernetes,WhatsApp
7171,Chelsea Arias,30,Female,BSc,Jalandhar,communication;excel;c++,Govt_Website
7172,Jeff Carter,48,Other,Diploma,Amritsar,nodejs;project_management,WhatsApp
7173,Victoria Rich,37,Female,BA,Patiala,hr,Referral
7174,Gary Garcia,18,Female,Diploma,Ludhiana,dl;flask;kubernetes;hr,WordOfMouth
7175,George Thompson,28,Other,BCom,Bathinda,docker,Referral
7176,Lisa Ellison,45,Other,MSc,Jalandhar,project_management;c++,Facebook
7177,Randy King,26,Male,BCom,Patiala,sql;java;docker,Referral
7178,Timothy Daniel,50,Male,MBA,Bathinda,excel;docker;hr,WordOfMouth
7179,Michael Gill,49,Female,BSc,Amritsar,flask,Newspaper
7180,Jeanne Little,40,Female,BTech,Firozpur,flask;docker;nlp,Newspaper
7181,Christine Vang,28,Other,BTech,Hoshiarpur,sales;ml;react;marketing;project_management;nlp,Newspaper
7182,Gabrielle Carrillo,31,Other,MBA,Jalandhar,kubernetes,Facebook
7183,Cynthia Edwards,41,Female,Diploma,Bathinda,excel;ml;docker;django,WordOfMouth
7184,Robert Evans,43,Female,BA,Amritsar,accounting;ml;project_management;nodejs;nlp;aws,Newspaper
7185,Anthony Rodriguez,25,Other,BTech,Mohali,docker;project_management,Newspaper
7186,Christina Howard,48,Male,BCom,Ludhiana,project_management;nodejs;java;docker;hr;sales,Govt_Website
7187,James Shields,42,Other,High School,Hoshiarpur,marketing;nodejs;django;hr;communication,WhatsApp
7188,Stacy Skinner,48,Male,BA,Bathinda,excel;django;java;kubernetes;nodejs,Newspaper
7189,Jacob Wagner,53,Male,BCom,Ludhiana,nodejs;python;kubernetes,Newspaper
7190,Katherine Martinez,42,Male,BSc,Jalandhar,ml;python;aws,WordOfMouth
7191,David Vega,52,Male,BCom,Jalandhar,docker;c++;ml;sales,WhatsApp
7192,James Flores,28,Female,Diploma,Mohali,c++;accounting;java,WhatsApp
7193,Becky Douglas,30,Other,BA,Mohali,marketing;django;flask;communication;python,WordOfMouth
7194,Mr. Matthew Thompson,22,Male,MBA,Ludhiana,marketing,Govt_Website
7195,Gabriel Phelps DDS,33,Female,BA,Bathinda,django;aws,Referral
7196,David Wheeler,38,Female,BA,Mohali,c++;dl;flask;nodejs,Newspaper
7197,James Phillips,19,Male,BSc,Ludhiana,project_management;aws;nlp;flask;django;sql,Facebook
7198,Marissa Williams,29,Other,Diploma,Bathinda,react;java,WhatsApp
7199,Michael Phillips,35,Female,Diploma,Ludhiana,kubernetes;hr;accounting;react,Govt_Website
7200,Trevor Palmer,35,Male,Diploma,Jalandhar,sql;django;excel;react;nodejs,Facebook
7201,Joel Flowers,47,Male,BA,Jalandhar,c++,WhatsApp
7202,John Wade,53,Male,High School,Jalandhar,dl;ml;docker,Govt_Website
7203,Colleen Mills,34,Other,Diploma,Ludhiana,hr;kubernetes;sales;nlp;c++;communication,WordOfMouth
7204,Kathleen Jackson,52,Female,BCom,Mohali,marketing;react;sql;aws;excel;python,Newspaper
7205,Laura Lane,32,Male,BSc,Ludhiana,hr;c++,Referral
7206,Tracey Whitehead,39,Female,MBA,Jalandhar,flask,Newspaper
7207,Helen Jackson,28,Female,Diploma,Chandigarh,hr;nlp;java;marketing;accounting,Newspaper
7208,Caitlyn Quinn,47,Female,MSc,Ludhiana,hr;flask;java,Facebook
7209,Dana Huynh,32,Other,Diploma,Hoshiarpur,kubernetes;hr;react;python;django;nlp,WordOfMouth
7210,Jason Bennett,46,Male,BA,Amritsar,c++,Govt_Website
7211,Kelly Williams,29,Other,High School,Bathinda,sales;marketing;docker;aws;flask;accounting,Newspaper
7212,Kimberly Gomez,27,Other,BSc,Bathinda,nodejs,WordOfMouth
7213,Sharon Wilson DDS,44,Female,BCom,Patiala,python;marketing,WordOfMouth
7214,Zachary Porter,45,Other,Diploma,Mohali,java;communication;aws;nlp,Govt_Website
7215,Melissa Hudson,49,Other,High School,Hoshiarpur,java;sales;project_management;dl;marketing,WhatsApp
7216,Matthew Willis,32,Female,BA,Jalandhar,sales,Referral
7217,Dominique Smith,51,Male,Diploma,Ludhiana,marketing;communication;nodejs;sales;kubernetes;accounting,Facebook
7218,Robert Erickson,48,Female,BSc,Patiala,communication;python;kubernetes;django;marketing,Newspaper
7219,Eric Phillips,50,Other,BCom,Chandigarh,aws;c++;communication;python;ml,WhatsApp
7220,Matthew Gutierrez,21,Female,High School,Mohali,excel;dl;sales;flask,Referral
7221,Jennifer Mckay,43,Male,BTech,Mohali,nodejs;excel;c++;project_management;ml;accounting,Referral
7222,Jamie Miller,25,Female,High School,Chandigarh,nodejs,Newspaper
7223,Patricia Rodriguez,48,Male,Diploma,Ludhiana,kubernetes,Referral
7224,Christina Warren,28,Other,High School,Ludhiana,hr;dl,Newspaper
7225,Ryan Clark,26,Male,BSc,Amritsar,project_management,Referral
7226,Victor Herrera,30,Female,BA,Firozpur,nlp;aws,Facebook
7227,Heather Daniels,23,Other,BTech,Ludhiana,react,Facebook
7228,Tiffany Nichols,35,Male,High School,Amritsar,kubernetes;c++,Newspaper
7229,Bryan Hale,40,Female,BSc,Jalandhar,django;hr;nodejs;kubernetes;dl;sales,Facebook
7230,Pamela Holland,46,Female,BTech,Bathinda,marketing;excel;flask,WordOfMouth
7231,Melissa Williams,33,Other,Diploma,Hoshiarpur,kubernetes;aws;project_management,Newspaper
7232,Keith Beasley,39,Female,BCom,Amritsar,docker;sql;c++;hr;django;accounting,Newspaper
7233,Julian Ponce,41,Male,BTech,Firozpur,kubernetes;accounting;sales;docker,Newspaper
7234,Sara Cruz,19,Other,BA,Mohali,docker;excel;hr;dl;aws;flask,WordOfMouth
7235,William Cervantes,18,Male,BCom,Hoshiarpur,python;excel;c++,WordOfMouth
7236,Michael Nguyen,55,Other,MSc,Firozpur,sales;accounting;java;docker;marketing;kubernetes,WordOfMouth
7237,Kenneth Bowers,51,Female,High School,Firozpur,react;nodejs;python,Newspaper
7238,Kristina Reyes,47,Male,BTech,Amritsar,sql;ml;django,Facebook
7239,Victoria Turner,33,Male,MSc,Jalandhar,nodejs;ml;marketing;python,Facebook
7240,Sean Greer,18,Female,BA,Firozpur,docker;python;kubernetes,WhatsApp
7241,Walter Jones,40,Male,BTech,Hoshiarpur,django;dl;flask;accounting,Referral
7242,William Ponce,34,Female,BTech,Jalandhar,kubernetes,Govt_Website
7243,Michael King,22,Male,MBA,Mohali,nodejs;aws;sql;c++;project_management;flask,WhatsApp
7244,Luis Wright,39,Other,BA,Ludhiana,sql,Referral
7245,Taylor Frazier,37,Male,MBA,Jalandhar,python;react;sql;java,WhatsApp
7246,Denise Potter,21,Other,High School,Patiala,flask;project_management;dl;django;aws,Referral
7247,Natalie Gonzales,49,Female,MSc,Mohali,nlp,Newspaper
7248,Jeremy Bullock,41,Other,MSc,Chandigarh,excel;hr;c++;communication;nlp,WordOfMouth
7249,Charles Pineda,44,Female,High School,Ludhiana,project_management,Govt_Website
7250,Jerry Page,52,Female,Diploma,Jalandhar,react;python;kubernetes;java;nlp,WhatsApp
7251,Jorge Hernandez,21,Male,Diploma,Bathinda,django,Facebook
7252,Breanna Wilson,34,Female,MSc,Firozpur,django;aws;flask;kubernetes,Referral
7253,William Bauer,33,Female,BSc,Patiala,sql,Facebook
7254,Elizabeth Atkinson,24,Male,BTech,Amritsar,nlp;project_management;excel;c++;accounting;sales,Newspaper
7255,Heather Rodriguez,20,Female,BA,Mohali,kubernetes;ml;react;dl;marketing,WordOfMouth
7256,Melinda Ryan,35,Male,High School,Firozpur,project_management;nodejs;python;flask;marketing,WhatsApp
7257,Melanie Nelson,55,Female,Diploma,Bathinda,communication;marketing;kubernetes;flask;docker,Govt_Website
7258,Gary Randall,23,Female,BSc,Jalandhar,dl;nodejs;django;marketing,Newspaper
7259,Jesse Long II,53,Female,MBA,Chandigarh,excel;hr;sales;python,Newspaper
7260,Nicole Greer,41,Female,High School,Chandigarh,c++;marketing;flask,WhatsApp
7261,Rebecca Medina,28,Male,MBA,Bathinda,communication;python;nodejs;docker;django;nlp,Govt_Website
7262,Christine Brown,55,Male,High School,Hoshiarpur,java;django;nlp;flask,Govt_Website
7263,Lawrence Delgado,49,Male,BTech,Chandigarh,marketing;c++;flask;kubernetes,Govt_Website
7264,Michelle Cook,45,Other,BSc,Chandigarh,aws;project_management;flask;sales;marketing,WordOfMouth
7265,Scott Durham,27,Other,MSc,Jalandhar,ml;flask;accounting;aws,Govt_Website
7266,Jeffrey Moreno,40,Male,MSc,Ludhiana,dl;c++,Referral
7267,Jared Ellison,30,Male,Diploma,Firozpur,aws;flask;docker;nodejs,WordOfMouth
7268,Anna Nielsen,44,Male,MBA,Amritsar,project_management,WhatsApp
7269,Zoe Kennedy,54,Male,MBA,Patiala,nlp;marketing;flask;django;dl;react,Newspaper
7270,Jose Harmon,49,Other,BSc,Firozpur,nlp;python,Govt_Website
7271,Chad Jackson,36,Other,High School,Firozpur,docker;project_management;communication,WordOfMouth
7272,Zachary Castro,37,Male,MSc,Bathinda,react;kubernetes;c++;marketing;nodejs,Newspaper
7273,Brandon Alexander,23,Male,BA,Firozpur,sql;sales;flask,Govt_Website
7274,Tricia Lopez,39,Female,High School,Patiala,sales,Newspaper
7275,Deborah Brown,37,Female,MBA,Chandigarh,nodejs;aws;java;hr;communication,Referral
7276,Matthew Walsh,47,Female,BTech,Firozpur,nodejs;aws,Govt_Website
7277,Justin Barnes,39,Female,BTech,Firozpur,communication,Facebook
7278,Savannah Edwards,33,Female,BA,Jalandhar,project_management;sales;ml;nodejs,Govt_Website
7279,Janice Brown,43,Male,BA,Amritsar,react;sales;django,Facebook
7280,Michael Anderson,53,Male,BSc,Bathinda,docker;react;sales;excel;nodejs,WordOfMouth
7281,Mrs. Wanda Horn,51,Other,BTech,Bathinda,django;react;kubernetes;hr,Referral
7282,Anthony Jones,51,Other,BCom,Mohali,react;dl;java;aws;flask;ml,Newspaper
7283,James Powell,35,Male,BA,Ludhiana,nodejs;accounting;sql;marketing;dl;flask,Referral
7284,Raymond Wright,47,Male,MBA,Hoshiarpur,python;docker;hr;aws,Govt_Website
7285,Kelly Kirby,26,Male,BTech,Hoshiarpur,flask;nlp,WhatsApp
7286,Jonathan Ortiz,35,Male,High School,Chandigarh,python;hr;dl;project_management;docker,Newspaper
7287,Sheila Webb,18,Female,High School,Chandigarh,sql;excel;ml;flask;c++;dl,Referral
7288,Melissa Bentley,27,Other,MSc,Bathinda,dl;python;docker;ml,Govt_Website
7289,Keith Pineda,34,Male,MBA,Mohali,docker;django,Govt_Website
7290,William Holland,38,Male,MSc,Bathinda,aws,Newspaper
7291,Brett Farrell,24,Male,BA,Patiala,aws,Govt_Website
7292,Eric Reese,34,Female,BTech,Jalandhar,marketing;python,Govt_Website
7293,Beth Garner,37,Other,BSc,Ludhiana,react;java;python;kubernetes,Facebook
7294,Taylor Harper,54,Other,Diploma,Jalandhar,sql,Govt_Website
7295,Stephanie Cummings,28,Male,MSc,Patiala,nodejs;ml,WordOfMouth
7296,Erica Powers,54,Other,BTech,Firozpur,sales;sql;nlp,WhatsApp
7297,Mark Ayers,23,Other,MBA,Mohali,ml;aws,Facebook
7298,Timothy Navarro,20,Female,BCom,Ludhiana,python;hr,Newspaper
7299,Cheryl Flores,40,Other,BSc,Chandigarh,flask;project_management;java;ml;docker,WordOfMouth
7300,Ann Goodwin,51,Other,BSc,Amritsar,nodejs,WhatsApp
7301,Christine Mason,32,Female,BSc,Hoshiarpur,nodejs;aws;ml;project_management;marketing;kubernetes,Referral
7302,Marcus Chapman,26,Other,BA,Jalandhar,docker,WhatsApp
7303,Justin Webster,39,Female,BTech,Jalandhar,sql;accounting,Newspaper
7304,Desiree Young MD,33,Male,MBA,Amritsar,hr;communication;excel;kubernetes;marketing,Govt_Website
7305,Kyle White,18,Other,BA,Hoshiarpur,communication;accounting,Referral
7306,Mary Anderson,28,Female,High School,Patiala,ml;docker;sql;accounting;dl,WhatsApp
7307,Hannah Webb,27,Male,BCom,Firozpur,marketing;c++,WordOfMouth
7308,Michelle Chapman,48,Male,BSc,Amritsar,java;hr;react;excel,Newspaper
7309,Jamie Boone,30,Male,BTech,Patiala,sales,Govt_Website
7310,Andrew Curry,34,Other,BA,Chandigarh,nlp;aws;marketing;hr,WhatsApp
7311,Ashley Kelly,27,Male,BCom,Ludhiana,nodejs;sales;c++;dl;marketing,Referral
7312,Aaron Reeves Jr.,21,Other,MBA,Firozpur,accounting;kubernetes,Govt_Website
7313,Jessica Carter,23,Other,BA,Firozpur,dl;flask,WhatsApp
7314,Rachel Smith,42,Other,Diploma,Ludhiana,ml;accounting,WordOfMouth
7315,Ann West,39,Male,BA,Patiala,excel;project_management;react,Facebook
7316,Rose King,50,Other,BCom,Hoshiarpur,aws;ml;c++;java;flask,Referral
7317,Grace Adkins,51,Other,BTech,Jalandhar,ml;communication;react;django,Newspaper
7318,Shelley Thompson,29,Male,MSc,Amritsar,kubernetes;communication;nlp,WordOfMouth
7319,William Arnold,54,Female,BSc,Mohali,react;java;docker;marketing,Referral
7320,William Brewer,33,Male,BTech,Hoshiarpur,dl;java;django;hr;ml;sales,Facebook
7321,Lynn Neal,46,Female,BA,Ludhiana,communication;ml;aws;nlp;c++,Govt_Website
7322,Jordan Phelps DDS,21,Male,High School,Mohali,marketing;hr;flask;communication;dl;react,Referral
7323,Anna Coleman,42,Female,BA,Chandigarh,django;aws;python,WordOfMouth
7324,Heather Stewart,52,Female,Diploma,Bathinda,sales;hr;python;aws;flask,Newspaper
7325,Ashley Aguilar,42,Male,MBA,Chandigarh,marketing;flask,Newspaper
7326,Sheri Higgins,55,Female,Diploma,Chandigarh,aws;hr;project_management;nlp;c++;java,WordOfMouth
7327,Margaret Reed,36,Female,BCom,Bathinda,hr;marketing;dl;react;ml;django,WhatsApp
7328,Aaron Mckinney,46,Female,MBA,Chandigarh,sales;nlp;communication,Govt_Website
7329,Brent Nielsen,32,Male,Diploma,Ludhiana,excel;django,Facebook
7330,Shane Gallagher,36,Male,BTech,Mohali,communication;java;python,WhatsApp
7331,Anna Pineda,35,Other,MSc,Chandigarh,marketing;hr;nodejs,Newspaper
7332,Michael Russell,35,Female,BTech,Hoshiarpur,sales;ml;excel;kubernetes;java,Govt_Website
7333,Walter Owens,18,Male,High School,Mohali,marketing;excel;aws;django;dl,Newspaper
7334,Jennifer Ellis,46,Male,MSc,Mohali,sales;nlp;communication;project_management,WordOfMouth
7335,Anthony Davis,36,Male,BTech,Bathinda,marketing;ml,WordOfMouth
7336,Matthew Velasquez,27,Male,BTech,Hoshiarpur,communication;kubernetes;ml;c++,Newspaper
7337,Diana Jackson,32,Other,BSc,Firozpur,marketing;docker;hr;project_management;excel;python,Facebook
7338,Rhonda Mcguire,39,Other,MBA,Ludhiana,django;sql;communication,Newspaper
7339,Whitney Carter,31,Other,High School,Firozpur,flask;communication;django;accounting;project_management,Referral
7340,Wendy Arnold,40,Male,BSc,Mohali,nodejs;excel;kubernetes;java;python;nlp,WordOfMouth
7341,Daniel Thompson,43,Female,BCom,Firozpur,dl;python;ml;communication;project_management,Referral
7342,Linda Olson,22,Male,High School,Ludhiana,ml,WhatsApp
7343,George Hunter,54,Male,High School,Hoshiarpur,communication;accounting;kubernetes;aws,Newspaper
7344,Darlene Trevino,46,Male,Diploma,Firozpur,sql;kubernetes;nodejs;aws,WordOfMouth
7345,Ashlee Flowers,26,Female,BCom,Patiala,react;project_management;kubernetes;aws;java;flask,Newspaper
7346,Jeffrey Short,21,Male,Diploma,Hoshiarpur,marketing;ml,WhatsApp
7347,Matthew Reese,24,Other,BTech,Jalandhar,java;python,Referral
7348,Corey Morton,43,Male,BCom,Bathinda,django;sales;kubernetes,WhatsApp
7349,Rachael Robinson,50,Male,High School,Jalandhar,excel;nodejs;ml,WordOfMouth
7350,Thomas Burns,39,Male,MSc,Bathinda,python;sql,Referral
7351,Mandy Montgomery,42,Other,MSc,Mohali,react;sales;communication;python;java,Facebook
7352,Bailey Woods,28,Female,BCom,Mohali,flask;react;communication;ml;marketing,Referral
7353,Brandy Kelly,37,Other,MBA,Mohali,accounting;ml;nlp,Referral
7354,Christopher Rich,34,Male,BA,Mohali,kubernetes;c++;ml;react,WordOfMouth
7355,Matthew Wright,32,Male,High School,Bathinda,sales,Referral
7356,Rebekah Carter,50,Female,BA,Patiala,ml;kubernetes;aws;python,Govt_Website
7357,Jesse Mullen,31,Male,High School,Chandigarh,accounting;excel;python;flask,WhatsApp
7358,Cheyenne Cabrera,51,Female,MSc,Mohali,c++;nlp;nodejs;react;java,Facebook
7359,Cathy Barnes,54,Other,High School,Mohali,python;ml;marketing;kubernetes,Govt_Website
7360,Kevin Jackson,26,Female,BA,Amritsar,java;c++;accounting;nlp;docker,Govt_Website
7361,Charles Thompson,45,Other,Diploma,Mohali,aws;docker;c++;accounting,WhatsApp
7362,Heather Young,50,Other,Diploma,Bathinda,nlp;c++;marketing;kubernetes,Govt_Website
7363,James Mejia,43,Other,Diploma,Jalandhar,hr;docker;aws;marketing,Govt_Website
7364,James Jones,18,Male,BA,Ludhiana,dl;django;accounting,Facebook
7365,Maureen Baldwin,49,Female,High School,Amritsar,c++,WhatsApp
7366,Lynn Powers,27,Male,BSc,Ludhiana,kubernetes,WhatsApp
7367,Ryan Hardy,35,Male,BTech,Amritsar,hr;accounting;kubernetes;sql,WordOfMouth
7368,Scott Jones,47,Other,BSc,Jalandhar,hr;flask;java;accounting,Facebook
7369,Rebecca Hernandez,51,Other,High School,Hoshiarpur,nlp,WordOfMouth
7370,Tiffany Turner,49,Other,High School,Ludhiana,docker;accounting;python;c++,Newspaper
7371,Stacey Smith,36,Other,MBA,Bathinda,flask,Newspaper
7372,Edward Lopez,55,Other,BSc,Bathinda,communication;python,WordOfMouth
7373,Stephanie Logan,30,Male,BTech,Patiala,sql;nodejs;sales;ml;flask,Govt_Website
7374,Kevin Garcia,53,Male,High School,Mohali,django;ml;nodejs,Referral
7375,Travis Evans,44,Other,High School,Chandigarh,sales;java;django;sql,WordOfMouth
7376,Margaret Reeves,26,Male,Diploma,Mohali,nlp;dl;c++;sql;accounting,WordOfMouth
7377,Connor Rice,50,Female,BCom,Patiala,java;nlp,WordOfMouth
7378,Ashley Golden,44,Female,Diploma,Patiala,nlp;java;marketing,Newspaper
7379,Haley Wilson,28,Female,BSc,Jalandhar,kubernetes;marketing;project_management;flask;java,Govt_Website
7380,David Jones,28,Male,BA,Mohali,java;communication,WhatsApp
7381,Bradley Heath,34,Other,BCom,Patiala,communication;accounting,WordOfMouth
7382,Mr. Kevin Hobbs,48,Male,MBA,Hoshiarpur,java,Facebook
7383,Veronica Morrison,33,Other,MBA,Patiala,django;aws;marketing;python,WhatsApp
7384,Bianca Vasquez,44,Female,BCom,Ludhiana,dl;sales;react;communication;marketing;java,Referral
7385,Julian Diaz,50,Female,BA,Jalandhar,flask;aws;hr;marketing;dl;python,Facebook
7386,Hector Brewer,18,Female,BSc,Firozpur,django;communication;flask;excel;python,Facebook
7387,James Silva,25,Male,MSc,Patiala,java;communication;django;marketing;project_management,Facebook
7388,Melissa Miller,26,Male,BCom,Hoshiarpur,django;kubernetes;excel;ml;java,Referral
7389,Angel Butler,30,Female,MBA,Jalandhar,react;sales;hr;aws;sql;python,Facebook
7390,Mary Mendoza,51,Female,MSc,Jalandhar,marketing,Govt_Website
7391,Anita Mack,48,Female,MSc,Jalandhar,python;project_management;sql;accounting;flask;nlp,Facebook
7392,Cynthia Jackson,46,Other,BSc,Amritsar,communication;docker;sql;dl,Facebook
7393,Kristin Bennett,37,Male,MBA,Hoshiarpur,c++;sql;kubernetes;dl,Govt_Website
7394,Charles Murphy,42,Female,BCom,Firozpur,excel;django;java;communication,WordOfMouth
7395,Tammy Norton,50,Male,MSc,Patiala,java;kubernetes;nodejs;aws,Referral
7396,Heather Williams,22,Other,MSc,Hoshiarpur,accounting;python;kubernetes;flask;sales;hr,WordOfMouth
7397,Ann Kirk,23,Female,BSc,Mohali,react;sales;docker,Newspaper
7398,Rachel Anderson,45,Other,BSc,Chandigarh,communication;nodejs,Facebook
7399,Kyle Neal,47,Male,Diploma,Hoshiarpur,python;dl;docker;excel;react,WhatsApp
7400,Dennis Ford,45,Male,BSc,Firozpur,excel,Facebook
7401,Michelle Zuniga,47,Female,BTech,Patiala,sales;flask;ml,WordOfMouth
7402,Elizabeth Gay,18,Male,BA,Patiala,ml,Govt_Website
7403,Lisa Hernandez,37,Other,MBA,Patiala,nlp;java;nodejs,Govt_Website
7404,James Brown,55,Male,BTech,Amritsar,java;marketing;excel,Referral
7405,Kendra Oneill,30,Other,BA,Amritsar,sql;project_management,WhatsApp
7406,Michael Morris,47,Male,BTech,Mohali,communication;aws,WhatsApp
7407,Blake Smith,50,Other,Diploma,Chandigarh,aws;dl;react;docker;nodejs,WordOfMouth
7408,Carolyn Watts,36,Other,Diploma,Chandigarh,ml;dl;c++;hr;nlp;flask,Facebook
7409,Anthony Wilson,40,Other,MSc,Amritsar,flask;python;accounting;excel;django,WhatsApp
7410,Anna Bowers,55,Male,High School,Patiala,communication;accounting;python;dl;hr;sales,Newspaper
7411,Paul Sampson,47,Female,High School,Amritsar,kubernetes;sales,Referral
7412,Henry Vasquez,32,Other,BCom,Patiala,nodejs,Govt_Website
7413,Phillip Moore,38,Other,BSc,Mohali,hr;python,WordOfMouth
7414,Anthony Smith,45,Male,BSc,Jalandhar,communication;java;sql,Referral
7415,Lisa Washington,20,Other,BTech,Ludhiana,marketing,Referral
7416,Veronica Martin,28,Male,BA,Ludhiana,excel;nodejs;project_management;accounting,WordOfMouth
7417,Tanya Decker,46,Male,MBA,Chandigarh,nodejs,Govt_Website
7418,Cody George,44,Female,BTech,Patiala,project_management;hr,Newspaper
7419,Mark Walsh,19,Male,MBA,Patiala,aws;python;sales,Referral
7420,Brian Brown,44,Female,BTech,Mohali,flask,WordOfMouth
7421,Robert Little,38,Female,MSc,Ludhiana,sql;kubernetes;java;accounting;docker,WordOfMouth
7422,Chad Decker,34,Female,MBA,Firozpur,java;c++;sales;kubernetes;flask;dl,WordOfMouth
7423,Michelle Cuevas,52,Female,Diploma,Amritsar,sql;java;c++;communication,Newspaper
7424,Jessica Beck,45,Male,BCom,Patiala,nlp;kubernetes;python;dl,Referral
7425,Jennifer Faulkner,44,Female,BA,Ludhiana,hr;nlp;ml;communication;aws;dl,Govt_Website
7426,Rebecca Scott,53,Male,MBA,Firozpur,dl;python;react;marketing;project_management,WordOfMouth
7427,Christopher Schneider,36,Male,BSc,Chandigarh,sql;docker;sales,Referral
7428,Jeffrey Rodriguez,23,Male,Diploma,Chandigarh,accounting;communication;react;aws,Referral
7429,John Burns,45,Other,BSc,Mohali,java;django;python,WordOfMouth
7430,Eileen Flores,22,Other,BCom,Patiala,accounting;hr;django;nlp,Newspaper
7431,Victoria Browning,40,Male,BTech,Jalandhar,project_management;accounting;marketing;aws;ml;communication,Referral
7432,Steven Diaz,49,Female,Diploma,Chandigarh,nodejs;accounting;c++;django;kubernetes,Facebook
7433,Donna Gonzalez,54,Other,BCom,Patiala,nodejs,Referral
7434,Shannon Mitchell,19,Female,BA,Bathinda,flask;nodejs;hr;django;dl,WordOfMouth
7435,David Montgomery,30,Male,MSc,Ludhiana,hr;sales;communication;react;python;flask,Govt_Website
7436,Destiny Summers,43,Male,Diploma,Ludhiana,ml;c++,Referral
7437,Andrew Martin,34,Male,BTech,Chandigarh,nlp;hr;django;c++;sql,WhatsApp
7438,Nicole Campbell,41,Male,Diploma,Bathinda,docker;accounting,Govt_Website
7439,Gregory Cox,23,Other,MSc,Amritsar,excel;java;marketing,Govt_Website
